PERMNO;HdrCUSIP;Ticker;PERMCO;DlyCalDt;DlyRet
14542;02079K10;GOOG;45483;13-6-2024;-0.015705
14542;02079K10;GOOG;45483;14-6-2024;0.009223
14542;02079K10;GOOG;45483;17-6-2024;0.002299
14542;02079K10;GOOG;45483;18-6-2024;-0.013033
14542;02079K10;GOOG;45483;20-6-2024;0.007141
14542;02079K10;GOOG;45483;21-6-2024;0.014349
14542;02079K10;GOOG;45483;24-6-2024;0.00294
14542;02079K10;GOOG;45483;25-6-2024;0.026495
14542;02079K10;GOOG;45483;26-6-2024;-0.001132
14542;02079K10;GOOG;45483;27-6-2024;0.008038
14542;02079K10;GOOG;45483;28-6-2024;-0.01841
14542;02079K10;GOOG;45483;1-7-2024;0.005834
14542;02079K10;GOOG;45483;2-7-2024;0.011491
